#n,116241184
#min,-75.500000
#max,443.320000
#sum,-3308459096.079901
#sumsq,108116630740.459290
2027,449
2966,37275
6456,521
8502,4
8371,10
10199,1
6947,133
7931,38
3799,84480
4585,7958
9577,1
6486,290
7452,34
9418,1
7243,74
4957,4226
8962,9
11917,1
9796,3
6667,203
3592,112896
10741,1
8625,12
2436,7111
5352,2579
3141,62292
5143,3298
5845,1148
10885,1
8806,2
7689,23
10720,1
8547,9
10553,1
5416,2230
3353,101678
3120,58414
7972,28
4869,4679
8591,8
4270,20555
7280,57
9310,2
17068,1
1591,1
2378,5276
9371,1
4211,24778
4138,32150
3808,41457
8849,3
3530,57439
5459,2079
8492,4
3314,94887
10330,1
5121,3485
1988,146
9139,6
6057,718
8099,6
4824,5157
7894,23
4727,5948
2659,16793
2448,7575
2130,1043
2917,32404
7994,16
6427,197
8429,4
8322,13
3900,99613
8985,3
5740,2020
3575,169735
7579,19
7017,108
6951,198
7923,26
1727,17
1525,4
7422,57
9428,2
7255,81
6031,796
5874,982
4741,5830
10773,1
8536,5
8367,8
2152,1126
3173,67809
5853,999
8915,5
3639,108665
10750,1
8634,4
3341,49690
5325,2604
3150,63141
5156,3340
4897,4666
7827,6
4260,21229
7290,104
9300,6
4089,37201
5019,3875
3992,51295
4962,4394
8931,4
4786,5425
19104,1
4698,6185
6652,113
10734,2
3448,112560
10565,3
3365,154631
6388,351
2249,2383
5301,2655
2195,1715
5208,3019
3134,60855
5176,3224
6199,506
5113,3443
6093,699
3977,26513
4987,4048
8055,17
5904,934
3818,121495
2695,18363
5737,1319
3520,114726
8486,11
8389,9
3205,36966
2997,40606
7020,112
6926,178
7914,23
1710,11
7473,78
4252,10821
6298,423
9332,2
1999,147
7984,33
2459,7969
8336,8
2121,926
7097,116
3930,30651
10903,2
5770,1245
10819,1
3426,110702
5266,2788
3911,97050
10878,1
5751,1831
3542,114929
7546,49
5382,2489
9189,5
6027,371
8029,10
8946,5
4757,5623
10761,1
8605,7
3392,106680
5376,2360
8414,10
3279,132082
2162,1283
3161,65477
10146,2
7052,45
1762,14
3746,93935
1560,2
9465,1
9380,3
7210,31
6977,60
1608,2
1503,1
7509,65
9547,3
4399,13448
7400,51
4283,19842
7318,66
7273,90
4188,27323
3986,78042
8064,22
4976,3975
5957,892
8903,7
4792,5308
4688,6348
6646,221
17826,1
3458,56197
6398,389
5333,2534
10434,1
3234,79484
5218,2978
5162,3299
5101,3476
6081,653
5008,3870
5826,1633
10703,1
3374,52228
2258,2554
8397,17
5310,2735
2184,1493
6188,510
3103,55496
4098,36530
7030,115
7904,9
1700,17
6499,151
7445,50
9403,1
4246,22127
6288,459
9326,3
10217,1
3941,30029
2858,13764
5910,930
6788,105
5701,2096
6681,325
5608,1583
3417,109588
7493,45
5257,2855
3920,63198
2879,29464
5931,913
5760,1260
5629,1606
3515,172186
10315,2
4876,4612
8685,9
9177,2
6011,802
4905,4522
8952,8
4761,5642
2617,14633
6635,112
8673,4
2406,6241
10487,1
5362,2471
3287,134322
8404,5
5191,3185
1792,26
7758,33
1550,2
9594,1
7220,91
7047,103
5993,853
1777,33
1618,5
1571,4
7410,32
7308,59
4198,25829
7201,117
6001,1149
4810,5339
4771,5504
8317,11
5181,3125
2104,807
7139,101
7067,104
1757,36
3773,89032
1515,1
7434,77
9432,3
4295,18601
7265,88
7000,135
3794,42652
1730,8
7817,27
7736,38
4588,7914
4950,4075
8965,5
11910,1
9791,1
3595,112352
6660,103
8622,9
2431,6928
5355,2521
2149,1141
3146,63622
5144,3317
3950,87125
5927,492
5710,1373
6690,307
3503,115377
7486,40
10303,4
7157,38
1946,329
12117,1
7979,11
4862,4842
9726,1
2486,8932
9374,1
4214,24807
1786,65
7748,42
1540,3
5539,1861
9485,4
7230,84
6139,627
4029,68472
6052,386
4821,5048
7891,14
4722,6011
2135,1059
6077,338
4800,5295
4707,6324
8651,1
8422,9
8329,2
2114,958
10165,1
7071,113
1741,12
3765,135701
7844,29
7707,24
5576,2640
9442,3
7010,56
6956,167
7924,12
1720,11
1522,5
9566,4
7425,45
7252,38
9196,5
8036,10
4920,4298
8973,2
5879,1056
5790,1755
9787,1
3583,56671
6610,131
8612,7
2427,6923
10466,1
5343,2458
3266,43100
7166,36
1915,87
7801,39
9775,2
7149,39
4892,4625
7822,33
4265,20900
7295,68
9305,2
4086,56977
5016,3909
8073,34
5962,882
9975,1
4789,5406
4697,6136
6545,261
3447,111877
4455,11423
6387,434
2246,2403
10423,1
3223,116114
5207,3010
5179,3111
6196,555
10247,2
5116,3464
6096,661
3972,54428
4982,4181
8050,25
5901,1432
2690,18029
5732,1417
3525,172594
8483,6
10509,1
3309,93971
11490,1
3200,72995
3118,57874
1973,421
6046,724
4857,4730
4736,5908
8769,4
9713,3
8471,11
1994,293
9147,5
6061,746
7989,21
4830,5070
7880,18
4711,6095
2627,15016
8643,6
2454,7849
8452,8
7090,158
3937,30013
8998,3
5777,553
3568,170033
3421,110509
5261,2777
5084,3689
6104,682
9167,2
4014,47828
4911,4414
9909,1
6768,171
2607,14148
6621,249
8663,6
2470,8423
6539,273
4429,12192
10497,1
8432,9
3297,91426
9182,2
5065,3696
8022,17
4930,4448
5780,1185
4646,6905
8707,9
6600,258
3496,115418
2411,6279
10599,1
3399,53975
10472,1
6356,419
3272,87154
2235,2204
2169,1375
10296,1
10143,3
7057,58
6999,50
1767,27
3743,141009
1565,3
9460,3
9385,5
7215,116
4886,4686
7836,21
8128,25
3983,26382
8061,13
4973,4049
5952,405
2768,22331
8906,4
4797,5277
6643,211
5336,2585
10431,2
3231,79088
5167,3316
4093,55621
5003,3891
4996,4098
3966,27837
8040,26
5977,445
2680,17467
5726,1952
2253,2475
10410,1
3210,74956
6183,581
3108,28024
4049,42883
1965,126
9114,4
4841,4844
2674,17131
8690,5
8463,11
2289,3158
6159,589
10210,1
3946,58956
5917,951
5706,1409
6686,206
3410,108945
7494,56
5250,2855
8248,8
10237,1
2874,29151
5624,1644
3518,172843
3437,55625
5277,2764
10318,1
5094,3518
6114,676
9151,3
4004,73836
6819,159
6778,262
2631,15214
8736,9
4615,7436
2529,10617
9649,2
2460,8032
5285,2739
6305,462
9172,5
6014,816
4900,4473
8957,5
4764,5523
2612,14433
8719,5
6630,243
8676,2
6528,446
2403,6067
4438,11946
5367,2452
3282,133355
8401,2
5194,3199
10131,1
10939,1
3731,96139
7757,9
5544,1835
9470,2
7042,98
5996,796
6988,62
1772,34
7415,73
9394,1
7204,38
8138,6
5032,3721
8017,24
4945,4320
5946,921
2778,22662
4673,6546
6675,210
6363,388
2262,2647
3247,82694
3066,49986
7134,139
7871,22
7710,18
1518,2
5583,1755
7439,49
4298,18523
7268,85
10193,1
7007,69
3793,128638
1737,11
7810,15
7731,44
1539,3
7458,59
9412,1
7249,39
2845,26959
6795,182
5615,2432
3460,113217
5220,2989
8238,12
10260,3
10201,1
2864,28097
7786,30
5634,1593
3508,57231
3401,108334
5241,3036
10308,2
7152,35
1943,217
4867,4781
9723,1
2483,8982
3018,43119
10009,3
3700,150608
3609,111642
5517,1873
10618,2
8275,19
2088,703
11288,1
1783,17
1545,3
18552,1
7235,52
6132,611
1986,323
4022,46898
9137,1
6059,702
8097,14
4729,5933
2657,16306
2446,7511
8444,7
5042,3798
8108,15
8001,28
9947,4
2748,20868
6726,284
4665,6661
6577,117
4467,10847
6375,396
3251,124393
2212,1824
7076,164
1746,37
3762,46011
7843,24
7700,37
5571,1787
7609,51
9445,1
7929,12
3781,87339
7860,11
7727,13
5596,1680
7428,89
9422,8
2833,13145
13932,1
5663,1573
3470,113192
5230,2976
8228,17
10270,4
7163,52
1910,119
3888,68743
7804,11
9770,2
7146,92
1931,85
9751,3
4083,19175
3998,50652
5013,3908
8076,22
4968,4098
5967,845
11043,2
9970,1
4692,6252
6658,211
6540,390
3442,112242
4450,11538
6382,383
2243,2274
3226,117191
5202,3057
6193,586
10242,1
3009,41815
7085,64
10111,3
3711,148525
10609,1
9490,2
2099,826
6142,613
4052,20971
9121,3
8081,17
2641,15707
8764,1
2292,3257
1993,303
9140,4
6066,341
4837,4956
7887,37
4716,6111
2620,14730
8644,2
2453,7719
8455,8
10152,2
7851,39
3752,46535
7770,33
5567,1762
9453,2
8145,24
9902,1
6824,92
2705,19011
6763,93
8721,5
4620,7529
8668,7
2514,10171
9674,3
7597,33
6532,137
4422,12509
8439,12
11505,1
4307,18135
6330,414
9227,7
9187,2
5060,3675
6029,796
8027,14
4935,4413
8948,2
5785,1228
4759,5592
15944,1
4643,7053
8702,3
6605,271
3493,171700
2414,6493
5378,2463
6353,413
3277,43629
2230,2114
10293,4
7111,92
1900,141
3898,67068
1809,55
4883,4629
7833,25
8123,22
5025,4013
3988,51676
4978,4043
5959,878
2811,24723
9960,1
2763,21700
4686,6479
5641,763
6648,334
6550,266
3456,113000
4440,11939
6396,376
2275,2840
5216,2849
10256,1
4063,41432
9019,5
1846,116
9994,1
8795,5
2586,13067
6173,569
1962,374
9113,1
9078,2
4846,4768
2673,17294
8697,8
8464,10
8198,13
2852,27653
6782,88
5602,892
7499,27
13449,1
8245,11
3056,48521
10047,3
14960,1
7760,12
3647,107002
7629,16
5551,2782
5091,3502
6111,622
9154,3
4001,50036
12071,1
1688,11
2634,15199
8733,4
4610,7584
1499,1
7589,34
2465,8252
1352,1
2348,4636
7398,82
4319,17161
5280,2726
6300,403
9239,2
4108,35258
5070,3682
8958,12
6835,83
5694,1488
6714,195
4631,7152
8716,6
8679,4
2505,9592
9665,4
6527,135
4437,11673
5368,2433
6321,474
2220,2060
10134,1
1798,22
